659,el lápiz,ołówek,3,0
660,la pregunta,pytanie,3,0
661,la goma,guma,3,0
662,la respuesta,odpowiedź,3,0
663,el bolígrafo,długopis,3,0
664,el diccionario,słownik,3,0
665,el examen,egzamin,3,0
666,el director,dyrektor szkoły,3,0
667,la clase,lekcja,3,0
668,el laboratorio,laboratorium,4,0
669,el experimento,doświadczenie,4,0
670,el microscopio,mikroskop,4,0
671,el ocular,okular,2,0
672,las gafas protectoras,okulary ochronne,2,0
673,el imán,magnes,6,0
674,el campus,kampus,6,0
675,el aparcamiento,parking,2,0
676,el colegio mayor,akademik,6,0
677,la biblioteca,biblioteka,3,0
678,el estudiante,student,3,0
679,la graduada,absolwent,5,0
680,el diploma,dyplom,4,0
681,el doctorado,doktorat,4,0
682,el máster,magister,4,0
683,el trabajo,praca,1,0
684,la oficina,biuro,1,0
685,el monitor,monitor,4,0
686,el ordenador,komputer,3,0
687,la impresora,drukarka,3,0
688,fotocopiar,kopiować,4,0
689,ampliar,powiększać,4,0
690,imprimir,drukować,4,0
691,reducir,zmniejszać,4,0
692,asistir,być obecnym,4,0
693,la presentación,prezentacja,3,0
694,los apuntes,notatki,5,0
695,la empresa,firma,3,0
696,el sueldo,pensja,4,0
697,el teclado,klawiatura,4,0
698,la memoria,pamięć,2,0
699,el altavoz,głośnik,4,0
700,el disco duro,dysk twardy,4,0
701,el sistem,system,4,0
702,el software,oprogramowanie,3,0
703,el servidor,serwer,4,0
704,la red,sieć,3,0
705,el programa,program,2,0
706,la applicación,aplikacja,3,0
707,la barra del menú,pasek menu,6,0
708,la barra de acceso,pasek narzędzi,6,0
709,el fondo,tapeta,6,0
710,el icono,ikona,6,0
711,el fichero,plik,6,0
712,la carpeta,katalog,6,0
713,la papelera,kosz,5,0
714,el sitio web,strona internetowa,5,0
715,el navegador,przeglądarka,5,0
716,conectar,łączyć,5,0
717,bajar,pobierać,5,0
718,instalar,instalować,5,0
719,recibir,odbierać,5,0
720,guardar,zapisać,5,0
721,buscar,szukać,4,0
722,enviar,wysyłać,4,0
723,el estudio de televisión,studio telewizyjne,4,0
724,la cámara,kamera,5,0
725,el presentador,prezenter,5,0
726,emitir,emitować,5,0
727,el canal,kanał,4,0
728,el documental,program dokumentalny,6,0
729,el concurso,konkurs,6,0
730,en directo,na żywo,5,0
731,las noticias,wiadomości,6,0
732,la prensa,prasa,6,0
733,la telenovela,telenowela,6,0
734,los actores,aktorzy,6,0
735,el reporter,reporter,6,0
736,el entrevistador,dziennkarz,6,0
737,la radio,radio,5,0
738,el micrófono,mikrofon,5,0
739,la emisión,program,6,0
740,la frecuencia,częstotliwość,6,0
741,el derecho,prawo,4,0
742,el abogado,prawnik,4,0
743,el juez,sędzia,4,0
744,la defensa,obrona,5,0
745,el ocusado,oskarżony,5,0
746,la apelación,apelacja,5,0
747,absuelto,uniewinniony,5,0
748,el juicio,rozprawa sądowa,5,0
749,el cargo,oskarżenie,5,0
750,el prueba,dowód,6,0
751,culpable,winny,6,0
752,inocente,niewinny,6,0
753,el sospechoso,podejrzany,6,0
754,la celda,cela,5,0
755,la declaración,zeznanie,5,0
756,la cárcel,więzienie,5,0
757,el granjero,rolnik,6,0
758,el granero,stodoła,6,0
759,la cerca,ogrodzenie,6,0
760,el campo,pole,5,0
761,el tractor,traktor,6,0
762,el maíz,kukurydza,4,0
763,el algodón,bawełna,4,0
764,la gallina,kura,5,0
765,el gallo,kogut,5,0
766,el pavo,indyk,5,0
767,el cerdo,świnia,5,0
768,la oveja,owca,5,0
769,el toro,byk,4,0
770,el pato,kaczka,4,0
771,la burro,osiol,5,0
772,el caballo,koń,3,0
773,el establo,stajnia,5,0
774,la construcción,budowa,3,0
775,la pared,ściana,4,0
776,el ladrillo,cegła,5,0
777,la madera,drewno,5,0
778,la teja,dachówka,5,0
779,la maquinaria,maszyna,5,0
780,el esfalto,asfalt,5,0
781,la profesión,zawód,5,0
782,el carpintero,stolarz,6,0
783,el electricista,elektryk,6,0
784,el fontanero,hydraulik,6,0
785,el agente inmobiliario,agent nieruchomości,6,0
786,la veterinaria,weterynarz,6,0
787,el soldado,żołnierz,4,0
788,el marino,marynarz,4,0
789,el pescador,rybak,5,0
790,el contable,księgowy,5,0
791,el arquitecto,architekt,5,0
792,el profesor,nauczyciel,4,0
793,el bibliotecario,bibliotekarz,4,0
794,el cientifico,naukowiec,4,0
795,el taxista,taksówkarz,4,0
796,el piloto,pilot,4,0
797,la azafata,stewardesa,5,0
798,el conductor de autobús,kierowca autobusu,4,0
799,el músico,muzyk,4,0
800,la cantante,piosenkarka,4,0
801,la actriz,aktorka,4,0
802,la camarera,kelnerka,4,0
803,el barman,barman,4,0
804,el deportista,sportowiec,4,0
805,el escultor,rzeźbiarz,6,0
806,el pintor,malarz,6,0
807,la periodista,dziennikarka,5,0
808,el fotógrafo,fotograf,4,0
809,la redactora,redaktorka,4,0
810,el diseñador,projektant,4,0
811,el sastre,krawiec,5,0
812,adelante,naprzód,4,0
813,acerca de,o czymś,4,0
814,la contraseña,hasło,4,0
815,el arroyo,strumień,5,0
816,la fecha,data,2,0
817,el cambio,zmiana,2,0
818,a la derecha,w prawo,2,0
819,a la izquierdo,w lewo,2,0
820,el desarollo,rozwój,2,0
821,demasiado,zbyt,4,0
822,cualquier,dowolny,2,0
823,el lobo,wilk,6,0
824,tuyo,twój,2,0
825,la madrugada,wczesny poranek,4,0
826,el lugar,miejsce,4,0
827,el valle,dolina,4,0
828,situado,usytuowany,4,0
829,el extremo,koniec,4,0
830,nor-oriental,północny wschód,5,0
831,el recorrido,podróż,5,0
832,ver,zobaczyć,2,0
833,la droga,lek,1,0
834,el origen,pochodzenie,4,0
835,falla,usterka,5,0
836,la corteza,skorupa,5,0
837,terrestre,ziemska,5,0
838,el erosión,erozja,5,0
839,llegar,dostać,4,0
840,ambas,zarówno,5,0
841,la ladera,stok,5,0
842,hasta,w górę,3,0
843,el abrigo,płaszcz,4,0
844,el bolso,torebka,4,0
845,la maleta,walizka,4,0
846,guapa,ładna,4,0
847,delante,przed,3,0
848,sobre,na,3,0
849,el cuaderno,notatnik,4,0
850,debajo,poniżej,3,0
851,dentro,wewnątrz,3,0
852,detras,za,3,0
853,el armario,szafka,4,0
854,fuera,na zewnątrz,3,0
855,encima,powyżej,3,0
856,usos,użycie,2,0
